Company,Dividend_Status,Liquidity Score,Price,Trading Days (90d),AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,ObservationDate,ImplementationDate,Country,Regime,RawLiquidity,Rank,Selected,RebalanceDate
DELTA CORPORATION LIMITED (ZIMBABWE),OK,1225925793.2479484,1348.621618094824,85,1225925793.2479484,1225925793.2479484,245185158.6495897,30,,,,,2023-07-31,2023-06-30,2023-07-31,ZIMBABWE,LOW,1225925793.2479484,1.0,True,2023-07-31
REDEFINE PROPERTIES (SOUTH AFRICA),OK,236854474.32950702,17.48573238644638,88,236854474.32950702,236854474.32950702,47370894.86590141,30,,,,,2023-07-31,2023-06-30,2023-07-31,SOUTH AFRICA,HIGH,236854474.32950702,2.0,True,2023-07-31
NASPERS (SOUTH AFRICA),OK,122790359.3660437,36.13009384895516,88,122790359.3660437,122790359.3660437,24558071.873208743,30,,,,,2023-07-31,2023-06-30,2023-07-31,SOUTH AFRICA,HIGH,122790359.3660437,3.0,True,2023-07-31
GRINDROD (SOUTH AFRICA),OK,51503151.98004528,50.86275347668445,88,51503151.98004528,51503151.98004528,10300630.396009058,30,,,,,2023-07-31,2023-06-30,2023-07-31,SOUTH AFRICA,HIGH,51503151.98004528,4.0,True,2023-07-31
PROSUS (SOUTH AFRICA),OK,49099490.17264033,33.60024320580973,88,49099490.17264033,49099490.17264033,9819898.034528067,30,,,,,2023-07-31,2023-06-30,2023-07-31,SOUTH AFRICA,HIGH,49099490.17264033,5.0,True,2023-07-31
FIRSTRAND (SOUTH AFRICA),OK,47760736.44269334,3.640646408728197,88,47760736.44269334,47760736.44269334,9552147.288538668,30,,,,,2023-07-31,2023-06-30,2023-07-31,SOUTH AFRICA,HIGH,47760736.44269334,6.0,True,2023-07-31
ANGLO AMERICAN (SOUTH AFRICA),OK,45589564.14555439,28.552234506525,88,45589564.14555439,45589564.14555439,9117912.82911088,30,,,,,2023-07-31,2023-06-30,2023-07-31,SOUTH AFRICA,HIGH,45589564.14555439,7.0,True,2023-07-31
GOLD FIELDS (SOUTH AFRICA),OK,41274177.31315445,13.90567483765906,88,41274177.31315445,41274177.31315445,8254835.46263089,30,,,,,2023-07-31,2023-06-30,2023-07-31,SOUTH AFRICA,HIGH,41274177.31315445,8.0,True,2023-07-31
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),OK,36003481.9175718,21.14126026954602,88,36003481.9175718,36003481.9175718,7200696.38351436,30,,,,,2023-07-31,2023-06-30,2023-07-31,SOUTH AFRICA,HIGH,36003481.9175718,9.0,True,2023-07-31
STANDARD BANK GROUP (SOUTH AFRICA),OK,33479398.67071537,9.436449195177978,88,33479398.67071537,33479398.67071537,6695879.734143075,30,,,,,2023-07-31,2023-06-30,2023-07-31,SOUTH AFRICA,HIGH,33479398.67071537,10.0,True,2023-07-31
